cidr
80.239.140.160/29
80.239.154.0/26
80.239.169.128/27
80.239.170.128/26
80.239.174.32/27
80.240.32.0/20
80.240.48.0/20
80.240.96.0/22
80.240.100.0/24
80.240.101.0/24
80.240.102.0/24
80.240.104.0/23
80.240.110.0/24
80.240.112.0/20
80.240.208.0/20
80.240.240.0/20
80.242.48.0/20
80.242.64.0/20
80.242.80.0/20
80.243.0.0/20
80.243.64.0/20
80.243.128.0/20
80.243.228.0/22
80.244.32.0/20
80.244.224.0/20
80.245.112.0/20
80.245.240.0/20
80.246.16.0/21
80.246.24.0/22
80.246.64.0/20
80.246.80.0/20
80.246.208.0/20
80.246.240.0/20
80.247.32.0/20
80.247.96.0/20
80.247.112.0/20
80.247.176.0/20
80.248.48.0/20
80.248.80.0/20
80.248.144.0/20
80.249.128.0/23
80.249.130.0/24
80.249.131.0/24
80.249.132.0/23
80.249.134.0/24
80.249.135.0/24
80.249.136.0/24
80.249.144.0/21
80.249.176.0/20
80.249.192.0/20
80.250.64.0/20
80.250.80.0/24
80.250.81.0/24
80.250.82.0/24
80.250.83.0/24
80.250.84.0/23
80.250.86.0/24
80.250.87.0/24
80.250.88.0/21
80.250.160.0/20
80.250.176.0/20
80.250.208.0/20
80.250.224.0/20
80.251.48.0/20
80.251.112.0/20
80.251.128.0/20
80.251.144.0/20
80.251.208.0/20
80.251.224.0/20
80.252.16.0/20
80.252.128.0/20
80.252.144.0/20
80.253.0.0/20
80.253.16.0/20
80.253.224.0/20
80.254.16.0/20
80.254.48.0/20
80.254.96.0/20
80.254.112.0/20
80.255.16.0/20
80.255.80.0/20
80.255.128.0/20
80.255.144.0/20
80.255.176.0/20
81.1.128.0/18
81.1.192.0/18
81.2.0.0/18
81.3.128.0/18
81.4.192.0/18
81.5.64.0/18
81.9.0.0/17
81.13.0.0/17
81.16.80.0/20
81.16.140.0/22
81.16.208.0/22
81.17.0.0/20
81.17.144.0/20
81.18.112.0/20
81.18.128.0/20
81.18.144.0/20
81.19.64.0/20
81.19.80.0/20
81.19.128.0/20
81.20.5.72/29
81.20.96.0/20
81.20.160.0/20
81.20.192.0/20
81.22.0.0/20
81.22.44.0/22
81.22.48.0/20
81.22.112.0/20
81.22.192.0/21
81.22.200.0/21
81.22.208.0/21
81.22.216.0/21
81.23.0.0/20
81.23.96.0/20
81.23.112.0/20
81.23.144.0/20
81.23.160.0/20
81.23.176.0/20
81.23.192.0/20
81.24.80.0/20
81.24.112.0/20
81.24.128.0/20
81.24.176.0/20
81.25.0.0/20
81.25.48.0/20
81.25.64.0/22
81.25.68.0/22
81.25.76.0/22
81.25.160.0/20
81.26.80.0/20
81.26.128.0/20
81.26.144.0/21
81.26.152.0/22
81.26.157.0/24
81.26.176.0/20
81.27.48.0/20
81.27.144.0/20
81.27.240.0/20
81.28.0.0/20
81.28.160.0/20
81.28.176.0/20
81.28.208.0/20
81.28.244.0/22
81.29.112.0/20
81.30.48.0/20
81.30.112.0/20
81.30.176.0/20
81.30.192.0/20
81.30.208.0/20
81.88.80.0/20
81.88.112.0/20
81.88.208.0/20
81.89.64.0/20
81.89.80.0/21
81.89.112.0/20
81.89.176.0/20
81.90.0.0/20
81.90.180.0/22
81.90.208.0/20
81.91.32.0/20
81.91.48.0/20
81.91.176.0/21
81.91.184.0/22
81.91.188.0/24
81.91.189.0/24
81.91.190.0/23
81.94.16.0/20
81.94.32.0/20
81.94.128.0/20
